Avacado	190
Woodapple	190
Soursop(Katuanoda)	190
Lemon	190
Water melon	190
Guava	190
Nelli	190
Papaya	190
Orange	190
Passion	190
Mixed Fruit	190
Pineapple	190
Candaloop(Melon)	190
Apple	400
Mandarin	190
Belly	190
Star Fruit(Cabaranka)	190
Faluda	290
Mango	190
Pomegranate	320
Strawberry	480
Grapes	320
Blackberry	440
Blueberry	440

